1765908736.348951 server started (26601): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1765908736.348989 on Linux 6.17.9-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 24 Nov 2025 15:21:09 +0000
1765908736.348999 using libevent 2.1.12-stable poll
1765908736.349003 using ncurses 6.5 20240427
1765908736.359806 yylex_token: -a
1765908736.359809 cmd_parse_build_commands 0:0: bind
1765908736.359811 cmd_parse_build_commands 0:1: -N
1765908736.359813 cmd_parse_build_commands 0:2: Select the next window with an alert
1765908736.359816 cmd_parse_build_commands 0:3: M-n
1765908736.359818 cmd_parse_build_commands 0:4 0:0: next-window
1765908736.359820 cmd_parse_build_commands 0:4 0:1: -a
1765908736.359823 cmd_parse_build_commands 0:0: next-window
1765908736.359825 cmd_parse_build_commands 0:1: -a
1765908736.359829 args_parse_flags: next -a
1765908736.359831 args_parse_flags: -a
1765908736.359833 args_parse: flags end at 2 of 2
1765908736.359836 cmd_parse_build_commands: next-window -a
1765908736.359838 args_parse_flags: next -N
1765908736.359841 args_parse_flag_argument: -N = Select the next window with an alert
1765908736.359843 args_parse_flags: next M-n
1765908736.359845 args_parse: flags end at 3 of 5
1765908736.359847 args_parse: 3 = M-n (type STRING)
1765908736.359850 args_parse: 4 = next-window -a (type COMMANDS)
1765908736.359858 cmd_parse_build_commands: bind-key -N "Select the next window with an alert" M-n { next-window -a }
1765908736.359862 cmdq_get_command: [bind-key/0x55cc6f7b00d0] group 582
1765908736.359864 cmdq_append <global>: [bind-key/0x55cc6f7b00d0]
1765908736.359866 yylex_token: end at WS
1765908736.359868 yylex_token: bind
1765908736.359870 yylex_token: end at WS
1765908736.359872 yylex_token: -N
1765908736.359875 yylex_token: end at WS
1765908736.359878 yylex_token: Rotate through the panes in reverse
1765908736.359880 yylex_token: end at WS
1765908736.359882 yylex_token: M-o
1765908736.359884 yylex_token: end at WS
1765908736.359886 yylex_token: rotate-window
1765908736.359888 yylex_token: end at WS
1765908736.359890 yylex_token: -D
1765908736.359893 cmd_parse_build_commands 0:0: bind
1765908736.359895 cmd_parse_build_commands 0:1: -N
1765908736.359898 cmd_parse_build_commands 0:2: Rotate through the panes in reverse
1765908736.359900 cmd_parse_build_commands 0:3: M-o
1765908736.359903 cmd_parse_build_commands 0:4 0:0: rotate-window
1765908736.359905 cmd_parse_build_commands 0:4 0:1: -D
1765908736.359908 cmd_parse_build_commands 0:0: rotate-window
1765908736.359910 cmd_parse_build_commands 0:1: -D
1765908736.359913 args_parse_flags: next -D
1765908736.359915 args_parse_flags: -D
1765908736.359917 args_parse: flags end at 2 of 2
1765908736.359920 cmd_parse_build_commands: rotate-window -D
1765908736.359922 args_parse_flags: next -N
1765908736.359925 args_parse_flag_argument: -N = Rotate through the panes in reverse
1765908736.359927 args_parse_flags: next M-o
1765908736.359929 args_parse: flags end at 3 of 5
1765908736.359931 args_parse: 3 = M-o (type STRING)
1765908736.359934 args_parse: 4 = rotate-window -D (type COMMANDS)
1765908736.359940 cmd_parse_build_commands: bind-key -N "Rotate through the panes in reverse" M-o { rotate-window -D }
1765908736.359943 cmdq_get_command: [bind-key/0x55cc6f7b0d50] group 590
1765908736.359945 cmdq_append <global>: [bind-key/0x55cc6f7b0d50]
1765908736.359948 yylex_token: end at WS
1765908736.359950 yylex_token: bind
1765908736.359952 yylex_token: end at WS
1765908736.359954 yylex_token: -N
1765908736.359957 yylex_token: end at WS
1765908736.359959 yylex_token: Select the previous window with an alert
1765908736.359962 yylex_token: end at WS
1765908736.359964 yylex_token: M-p
1765908736.359966 yylex_token: end at WS
1765908736.359968 yylex_token: previous-window
1765908736.359975 yylex_token: end at WS
1765908736.359977 yylex_token: -a
1765908736.359980 cmd_parse_build_commands 0:0: bind
1765908736.359982 cmd_parse_build_commands 0:1: -N
1765908736.359984 cmd_parse_build_commands 0:2: Select the previous window with an alert
1765908736.359987 cmd_parse_build_commands 0:3: M-p
1765908736.359989 cmd_parse_build_commands 0:4 0:0: previous-window
1765908736.359991 cmd_parse_build_commands 0:4 0:1: -a
1765908736.359994 cmd_parse_build_commands 0:0: previous-window
1765908736.359996 cmd_parse_build_commands 0:1: -a
1765908736.360000 args_parse_flags: next -a
1765908736.360003 args_parse_flags: -a
1765908736.360005 args_parse: flags end at 2 of 2
1765908736.360008 cmd_parse_build_commands: previous-window -a
1765908736.360010 args_parse_flags: next -N
1765908736.360012 args_parse_flag_argument: -N = Select the previous window with an alert
1765908736.360014 args_parse_flags: next M-p
1765908736.360017 args_parse: flags end at 3 of 5
1765908736.360019 args_parse: 3 = M-p (type STRING)
1765908736.360022 args_parse: 4 = previous-window -a (type COMMANDS)
1765908736.360028 cmd_parse_build_commands: bind-key -N "Select the previous window with an alert" M-p { previous-window -a }
1765908736.360031 cmdq_get_command: [bind-key/0x55cc6f7b1970] group 598
1765908736.360033 cmdq_append <global>: [bind-key/0x55cc6f7b1970]
1765908736.360036 yylex_token: end at WS
1765908736.360038 yylex_token: bind
1765908736.360040 yylex_token: end at WS
1765908736.360042 yylex_token: -N
1765908736.360045 yylex_token: end at WS
1765908736.360047 yylex_token: Move the visible part of the window up
1765908736.360049 yylex_token: end at WS
1765908736.360051 yylex_token: -r
1765908736.360053 yylex_token: end at WS
1765908736.360055 yylex_token: S-Up
1765908736.360058 yylex_token: end at WS
1765908736.360060 yylex_token: refresh-client
1765908736.360062 yylex_token: end at WS
1765908736.360064 yylex_token: -U
1765908736.360066 yylex_token: end at WS
1765908736.360068 yylex_token: 10
1765908736.360071 cmd_parse_build_commands 0:0: bind
1765908736.360073 cmd_parse_build_commands 0:1: -N
1765908736.360076 cmd_parse_build_commands 0:2: Move the visible part of the window up
1765908736.360078 cmd_parse_build_commands 0:3: -r
1765908736.360082 cmd_parse_build_commands 0:4: S-Up
1765908736.360085 cmd_parse_build_commands 0:5 0:0: refresh-client
1765908736.360087 cmd_parse_build_commands 0:5 0:1: -U
1765908736.360089 cmd_parse_build_commands 0:5 0:2: 10
1765908736.360093 cmd_parse_build_commands 0:0: refresh-client
1765908736.360095 cmd_parse_build_commands 0:1: -U
1765908736.360097 cmd_parse_build_commands 0:2: 10
1765908736.360100 args_parse_flags: next -U
1765908736.360102 args_parse_flags: -U
1765908736.360105 args_parse_flags: next 10
1765908736.360107 args_parse: flags end at 2 of 3
1765908736.360109 args_parse: 2 = 10 (type STRING)
1765908736.360113 cmd_parse_build_commands: refresh-client -U 10
1765908736.360115 args_parse_flags: next -N
1765908736.360118 args_parse_flag_argument: -N = Move the visible part of the window up
1765908736.360120 args_parse_flags: next -r
1765908736.360122 args_parse_flags: -r
1765908736.360124 args_parse_flags: next S-Up
1765908736.360126 args_parse: flags end at 4 of 6
1765908736.360128 args_parse: 4 = S-Up (type STRING)
1765908736.360132 args_parse: 5 = refresh-client -U 10 (type COMMANDS)
1765908736.360147 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window up" S-Up { refresh-client -U 10 }
1765908736.360152 cmdq_get_command: [bind-key/0x55cc6f7b2340] group 606
1765908736.360155 cmdq_append <global>: [bind-key/0x55cc6f7b2340]
1765908736.360157 yylex_token: end at WS
1765908736.360159 yylex_token: bind
1765908736.360161 yylex_token: end at WS
1765908736.360163 yylex_token: -N
1765908736.360167 yylex_token: end at WS
1765908736.360169 yylex_token: Move the visible part of the window down
1765908736.360171 yylex_token: end at WS
1765908736.360173 yylex_token: -r
1765908736.360175 yylex_token: end at WS
1765908736.360177 yylex_token: S-Down
1765908736.360180 yylex_token: end at WS
1765908736.360185 yylex_token: refresh-client
1765908736.360187 yylex_token: end at WS
1765908736.360189 yylex_token: -D
1765908736.360191 yylex_token: end at WS
1765908736.360193 yylex_token: 10
1765908736.360196 cmd_parse_build_commands 0:0: bind
1765908736.360198 cmd_parse_build_commands 0:1: -N
1765908736.360201 cmd_parse_build_commands 0:2: Move the visible part of the window down
1765908736.360203 cmd_parse_build_commands 0:3: -r
1765908736.360208 cmd_parse_build_commands 0:4: S-Down
1765908736.360211 cmd_parse_build_commands 0:5 0:0: refresh-client
1765908736.360213 cmd_parse_build_commands 0:5 0:1: -D
1765908736.360215 cmd_parse_build_commands 0:5 0:2: 10
1765908736.360218 cmd_parse_build_commands 0:0: refresh-client
1765908736.360221 cmd_parse_build_commands 0:1: -D
1765908736.360223 cmd_parse_build_commands 0:2: 10
1765908736.360226 args_parse_flags: next -D
1765908736.360228 args_parse_flags: -D
1765908736.360230 args_parse_flags: next 10
1765908736.360233 args_parse: flags end at 2 of 3
1765908736.360235 args_parse: 2 = 10 (type STRING)
1765908736.360238 cmd_parse_build_commands: refresh-client -D 10
1765908736.360240 args_parse_flags: next -N
1765908736.360243 args_parse_flag_argument: -N = Move the visible part of the window down
1765908736.360245 args_parse_flags: next -r
1765908736.360247 args_parse_flags: -r
1765908736.360249 args_parse_flags: next S-Down
1765908736.360251 args_parse: flags end at 4 of 6
1765908736.360254 args_parse: 4 = S-Down (type STRING)
1765908736.360257 args_parse: 5 = refresh-client -D 10 (type COMMANDS)
1765908736.360264 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window down" S-Down { refresh-client -D 10 }
1765908736.360267 cmdq_get_command: [bind-key/0x55cc6f7b3350] group 614
1765908736.360270 cmdq_append <global>: [bind-key/0x55cc6f7b3350]
1765908736.360272 yylex_token: end at WS
1765908736.360274 yylex_token: bind
1765908736.360276 yylex_token: end at WS
1765908736.360278 yylex_token: -N
1765908736.360281 yylex_token: end at WS
1765908736.360284 yylex_token: Move the visible part of the window left
1765908736.360286 yylex_token: end at WS
1765908736.360288 yylex_token: -r
1765908736.360290 yylex_token: end at WS
1765908736.360292 yylex_token: S-Left
1765908736.360294 yylex_token: end at WS
1765908736.360296 yylex_token: refresh-client
1765908736.360298 yylex_token: end at WS
1765908736.360300 yylex_token: -L
1765908736.360302 yylex_token: end at WS
1765908736.360304 yylex_token: 10
1765908736.360307 cmd_parse_build_commands 0:0: bind
1765908736.360309 cmd_parse_build_commands 0:1: -N
1765908736.360312 cmd_parse_build_commands 0:2: Move the visible part of the window left
1765908736.360314 cmd_parse_build_commands 0:3: -r
1765908736.360316 cmd_parse_build_commands 0:4: S-Left
1765908736.360321 cmd_parse_build_commands 0:5 0:0: refresh-client
1765908736.360323 cmd_parse_build_commands 0:5 0:1: -L
1765908736.360326 cmd_parse_build_commands 0:5 0:2: 10
1765908736.360328 cmd_parse_build_commands 0:0: refresh-client
1765908736.360331 cmd_parse_build_commands 0:1: -L
1765908736.360333 cmd_parse_build_commands 0:2: 10
1765908736.360336 args_parse_flags: next -L
1765908736.360338 args_parse_flags: -L
1765908736.360340 args_parse_flags: next 10
1765908736.360342 args_parse: flags end at 2 of 3
1765908736.360344 args_parse: 2 = 10 (type STRING)
1765908736.360348 cmd_parse_build_commands: refresh-client -L 10
1765908736.360350 args_parse_flags: next -N
1765908736.360352 args_parse_flag_argument: -N = Move the visible part of the window left
1765908736.360355 args_parse_flags: next -r
1765908736.360357 args_parse_flags: -r
1765908736.360359 args_parse_flags: next S-Left
1765908736.360361 args_parse: flags end at 4 of 6
1765908736.360363 args_parse: 4 = S-Left (type STRING)
1765908736.360366 args_parse: 5 = refresh-client -L 10 (type COMMANDS)
1765908736.360373 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window left" S-Left { refresh-client -L 10 }
1765908736.360376 cmdq_get_command: [bind-key/0x55cc6f7b42d0] group 622
1765908736.360381 cmdq_append <global>: [bind-key/0x55cc6f7b42d0]
1765908736.360383 yylex_token: end at WS
1765908736.360385 yylex_token: bind
1765908736.360387 yylex_token: end at WS
1765908736.360389 yylex_token: -N
1765908736.360392 yylex_token: end at WS
1765908736.360395 yylex_token: Move the visible part of the window right
1765908736.360397 yylex_token: end at WS
1765908736.360399 yylex_token: -r
1765908736.360401 yylex_token: end at WS
1765908736.360403 yylex_token: S-Right
1765908736.360406 yylex_token: end at WS
1765908736.360408 yylex_token: refresh-client
1765908736.360410 yylex_token: end at WS
1765908736.360412 yylex_token: -R
1765908736.360414 yylex_token: end at WS
1765908736.360416 yylex_token: 10
1765908736.360418 cmd_parse_build_commands 0:0: bind
1765908736.360421 cmd_parse_build_commands 0:1: -N
1765908736.360423 cmd_parse_build_commands 0:2: Move the visible part of the window right
1765908736.360425 cmd_parse_build_commands 0:3: -r
1765908736.360428 cmd_parse_build_commands 0:4: S-Right
1765908736.360449 cmd_parse_build_commands 0:5 0:0: refresh-client
1765908736.360452 cmd_parse_build_commands 0:5 0:1: -R
1765908736.360454 cmd_parse_build_commands 0:5 0:2: 10
1765908736.360457 cmd_parse_build_commands 0:0: refresh-client
1765908736.360459 cmd_parse_build_commands 0:1: -R
1765908736.360462 cmd_parse_build_commands 0:2: 10
1765908736.360466 args_parse_flags: next -R
1765908736.360468 args_parse_flags: -R
1765908736.360470 args_parse_flags: next 10
1765908736.360472 args_parse: flags end at 2 of 3
1765908736.360475 args_parse: 2 = 10 (type STRING)
1765908736.360479 cmd_parse_build_commands: refresh-client -R 10
1765908736.360481 args_parse_flags: next -N
1765908736.360484 args_parse_flag_argument: -N = Move the visible part of the window right
1765908736.360486 args_parse_flags: next -r
1765908736.360488 args_parse_flags: -r
1765908736.360490 args_parse_flags: next S-Right
1765908736.360492 args_parse: flags end at 4 of 6
1765908736.360495 args_parse: 4 = S-Right (type STRING)
1765908736.360499 args_parse: 5 = refresh-client -R 10 (type COMMANDS)
1765908736.360506 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window right" S-Right { refresh-client -R 10 }
1765908736.360510 cmdq_get_command: [bind-key/0x55cc6f7a5420] group 630
1765908736.360512 cmdq_append <global>: [bind-key/0x55cc6f7a5420]
1765908736.360514 yylex_token: end at WS
1765908736.360516 yylex_token: bind
1765908736.360519 yylex_token: end at WS
1765908736.360521 yylex_token: -N
1765908736.360524 yylex_token: end at WS
1765908736.360527 yylex_token: Reset so the visible part of the window follows the cursor
1765908736.360529 yylex_token: end at WS
1765908736.360531 yylex_token: -r
1765908736.360533 yylex_token: end at WS
1765908736.360535 yylex_token: DC
1765908736.360538 yylex_token: end at WS
1765908736.360540 yylex_token: refresh-client
1765908736.360542 yylex_token: end at WS
1765908736.360544 yylex_token: -c
1765908736.360547 cmd_parse_build_commands 0:0: bind
1765908736.360549 cmd_parse_build_commands 0:1: -N
1765908736.360552 cmd_parse_build_commands 0:2: Reset so the visible part of the window follows the cursor
1765908736.360554 cmd_parse_build_commands 0:3: -r
1765908736.360556 cmd_parse_build_commands 0:4: DC
1765908736.360559 cmd_parse_build_commands 0:5 0:0: refresh-client
1765908736.360561 cmd_parse_build_commands 0:5 0:1: -c
1765908736.360564 cmd_parse_build_commands 0:0: refresh-client
1765908736.360566 cmd_parse_build_commands 0:1: -c
1765908736.360570 args_parse_flags: next -c
1765908736.360572 args_parse_flags: -c
1765908736.360574 args_parse: flags end at 2 of 2
1765908736.360577 cmd_parse_build_commands: refresh-client -c
1765908736.360579 args_parse_flags: next -N
1765908736.360582 args_parse_flag_argument: -N = Reset so the visible part of the window follows the cursor
1765908736.360584 args_parse_flags: next -r
1765908736.360586 args_parse_flags: -r
1765908736.360588 args_parse_flags: next DC
1765908736.360590 args_parse: flags end at 4 of 6
1765908736.360593 args_parse: 4 = DC (type STRING)
1765908736.360598 args_parse: 5 = refresh-client -c (type COMMANDS)
1765908736.360606 cmd_parse_build_commands: bind-key -r -N "Reset so the visible part of the window follows the cursor" DC { refresh-client -c }
1765908736.360609 cmdq_get_command: [bind-key/0x55cc6f7b02f0] group 638
